Age,Family size and dependents,Income,Monthly expenses,Existing investments and assets,Debt obligations,Financial goals,Risk tolerance level,Predicted Investment Return,Investment Category
55.0,1.0,150318.0,1271.0,451168.0,,retirement,low,0.035847988163351475,
30.0,2.0,190840.0,933.0,699197.0,234417.0,retirement,low,0.0309769747394676,mutual funds
48.0,6.0,145945.0,3599.0,80799.0,11292.0,retirement,low,0.14547311778615604,mutual funds
64.0,6.0,76830.0,3229.0,714237.0,251942.0,education,low,0.003750616927588818,bonds
53.0,6.0,82446.0,3907.0,509471.0,434010.0,vacation,low,0.11786732255906314,mutual funds
62.0,2.0,176232.0,3640.0,842119.0,341603.0,retirement,medium,0.04820549336113055,bonds
41.0,1.0,195070.0,1365.0,765027.0,249004.0,vacation,medium,0.0056231935304488995,bonds
69.0,2.0,188302.0,3293.0,47276.0,312336.0,buying a house,medium,0.13767038103143753,bonds
32.0,5.0,170148.0,3411.0,568811.0,420919.0,retirement,high,0.02094634953143754,bonds
46.0,5.0,99341.0,2915.0,207127.0,84193.0,vacation,low,,mutual funds
25.0,2.0,61085.0,750.0,326759.0,69165.0,education,low,0.041108131114432164,real estate
22.0,6.0,85571.0,4257.0,499858.0,329794.0,vacation,medium,0.009778920327703654,real estate
,1.0,175787.0,1418.0,513256.0,449732.0,retirement,low,0.007488372849506863,stocks
,2.0,158308.0,1673.0,20514.0,,buying a house,high,0.01733350482545082,bonds
21.0,2.0,35750.0,3703.0,57456.0,392002.0,,low,0.010705052083407007,mutual funds
,2.0,143931.0,932.0,17233.0,,buying a house,low,0.11408371732798843,mutual funds
62.0,3.0,108768.0,1335.0,273246.0,222182.0,education,high,0.07283493034251437,stocks
19.0,5.0,65903.0,2746.0,76133.0,360029.0,vacation,medium,0.05143381370234695,real estate
44.0,,193165.0,2762.0,843147.0,153329.0,vacation,medium,0.06275533651980107,mutual funds
,4.0,121036.0,1397.0,488409.0,100588.0,education,low,0.1393420103358935,stocks
68.0,6.0,117954.0,4132.0,906977.0,365500.0,education,high,0.13661277191072208,real estate
68.0,4.0,195386.0,4315.0,638373.0,252822.0,education,medium,0.10735147201838653,mutual funds
53.0,3.0,113014.0,,643389.0,345653.0,retirement,medium,0.13270235661325316,bonds
53.0,2.0,196251.0,2929.0,409472.0,222345.0,retirement,medium,0.04794720413814372,stocks
43.0,3.0,147305.0,1490.0,118684.0,313816.0,vacation,low,0.05716639890124242,mutual funds
60.0,3.0,,3810.0,336944.0,456524.0,vacation,high,0.0920568272781342,stocks
44.0,1.0,62101.0,1426.0,532116.0,208655.0,,low,0.09354389209458962,stocks
22.0,5.0,32775.0,3938.0,,284257.0,buying a house,medium,0.07225497570185115,
37.0,4.0,141497.0,3107.0,575836.0,262838.0,education,high,,bonds
28.0,2.0,75619.0,1574.0,999594.0,15588.0,vacation,low,0.14792704674130427,real estate
27.0,4.0,180611.0,4522.0,219272.0,192828.0,education,medium,0.12316854391765865,real estate
57.0,6.0,87124.0,4299.0,445583.0,457301.0,retirement,medium,0.06524702968320678,mutual funds
55.0,4.0,95149.0,,925277.0,242431.0,education,low,0.10909387158593527,bonds
23.0,6.0,56616.0,3938.0,648103.0,,buying a house,medium,0.04043425398786892,real estate
25.0,5.0,198171.0,3991.0,230994.0,,buying a house,medium,0.015025398935599482,mutual funds
,6.0,91799.0,1206.0,997886.0,64373.0,education,high,0.05286465383291109,mutual funds
,4.0,120221.0,3564.0,137602.0,347747.0,buying a house,medium,0.060445920018509125,stocks
43.0,4.0,,1253.0,660558.0,,buying a house,low,0.00248056868410062,bonds
63.0,6.0,55479.0,1087.0,922752.0,40136.0,retirement,high,0.1222188002453844,real estate
60.0,3.0,129165.0,1834.0,953709.0,67507.0,vacation,low,0.05387901035837723,bonds
29.0,5.0,,2347.0,822002.0,47361.0,buying a house,medium,0.08706272486702206,bonds
43.0,1.0,112569.0,4434.0,433471.0,320991.0,vacation,high,0.011094478090643395,real estate
30.0,,176480.0,4426.0,555470.0,368503.0,education,high,0.026249524312587594,real estate
57.0,,,3817.0,311517.0,142513.0,education,high,0.133454058799134,bonds
35.0,2.0,165203.0,4520.0,315163.0,490228.0,buying a house,high,0.09130312918242012,mutual funds
42.0,1.0,74825.0,3655.0,203691.0,381050.0,education,low,0.14254260752557282,bonds
50.0,2.0,41349.0,4802.0,288187.0,14677.0,retirement,medium,0.14981250515869754,real estate
64.0,1.0,74254.0,2698.0,448748.0,289962.0,buying a house,medium,0.05577901729996416,bonds
57.0,6.0,68225.0,664.0,242362.0,264012.0,buying a house,high,0.04482045961249119,real estate
60.0,3.0,42453.0,2498.0,207008.0,83591.0,buying a house,medium,0.1287534082738645,mutual funds
29.0,4.0,179886.0,3557.0,291383.0,386106.0,education,low,0.1497917140556181,bonds
,1.0,179335.0,2584.0,151488.0,329408.0,education,,0.09444618513486859,mutual funds
,2.0,107694.0,4928.0,668772.0,73168.0,buying a house,low,0.11927110837672834,bonds
65.0,4.0,45735.0,902.0,878408.0,143115.0,vacation,low,,bonds
21.0,3.0,176902.0,913.0,558694.0,71939.0,education,medium,0.053300956232932045,real estate
22.0,6.0,77893.0,544.0,274019.0,277876.0,education,low,0.08614055703856308,stocks
54.0,4.0,157006.0,4657.0,,317388.0,buying a house,,0.12495854118963204,real estate
,1.0,,2967.0,964570.0,411742.0,,low,0.10321708143915832,bonds
59.0,3.0,164445.0,1367.0,505288.0,271484.0,buying a house,low,0.003174572097305739,stocks
66.0,,171407.0,518.0,408968.0,235560.0,education,high,0.05050585033463002,stocks
45.0,3.0,184813.0,864.0,489969.0,284538.0,buying a house,medium,0.021671354489190803,mutual funds
48.0,3.0,40692.0,4332.0,,360701.0,buying a house,high,0.03494583181170586,bonds
26.0,5.0,75541.0,1079.0,404569.0,135174.0,buying a house,low,0.13582342162369884,real estate
68.0,3.0,195129.0,1045.0,692346.0,495062.0,vacation,medium,0.005533993336615223,stocks
46.0,3.0,96983.0,4650.0,811123.0,19159.0,buying a house,low,0.03297010679428856,stocks
31.0,4.0,180655.0,3539.0,210919.0,122366.0,education,medium,0.04643540283573472,real estate
57.0,2.0,183837.0,4637.0,844507.0,196164.0,buying a house,high,0.09253261079495922,real estate
58.0,4.0,184978.0,4544.0,20794.0,268356.0,vacation,medium,0.08011525351287982,stocks
,4.0,150747.0,4826.0,209542.0,490576.0,retirement,low,0.03274042242800791,real estate
28.0,1.0,115103.0,952.0,681766.0,299549.0,vacation,medium,0.024636160083473167,mutual funds
40.0,4.0,,4461.0,348074.0,392776.0,buying a house,,0.03551970518941782,stocks
18.0,5.0,180592.0,1881.0,781257.0,339205.0,retirement,high,0.07537944400524833,mutual funds
63.0,5.0,55566.0,1967.0,954376.0,356440.0,buying a house,low,0.04067666785668051,bonds
54.0,1.0,103193.0,3238.0,51708.0,317330.0,vacation,medium,0.14214037524115833,mutual funds
,6.0,191206.0,1716.0,911924.0,437455.0,retirement,high,0.06957978321432713,real estate
43.0,2.0,171417.0,1380.0,903061.0,241876.0,retirement,medium,0.008819402481695559,stocks
63.0,2.0,151015.0,,,224065.0,buying a house,low,0.109389960875495,mutual funds
53.0,4.0,160956.0,3649.0,184469.0,385289.0,buying a house,medium,0.04932679323134844,real estate
40.0,4.0,100744.0,584.0,657601.0,10532.0,vacation,medium,0.09802333980873713,real estate
,6.0,63455.0,4644.0,965413.0,210126.0,buying a house,medium,0.0419391555784848,mutual funds
68.0,4.0,189090.0,1668.0,817784.0,,retirement,medium,0.08561156125999798,stocks
57.0,2.0,84219.0,4664.0,898407.0,,education,low,0.1158228757211197,mutual funds
32.0,3.0,75991.0,3629.0,,328684.0,education,,0.1392013112661831,bonds
38.0,,103616.0,4145.0,770956.0,103021.0,vacation,high,0.03916907166496156,mutual funds
64.0,3.0,117438.0,3026.0,,265415.0,buying a house,medium,0.05022854264984717,mutual funds
26.0,3.0,146841.0,3367.0,841431.0,438698.0,vacation,low,0.06963996304289095,stocks
26.0,2.0,170558.0,4016.0,552770.0,209.0,education,low,0.13907622566039832,mutual funds
27.0,3.0,199934.0,3867.0,173543.0,222071.0,education,low,0.13520802852159855,real estate
69.0,,88870.0,2694.0,843711.0,,buying a house,low,0.013481742015095704,stocks
43.0,1.0,116694.0,4055.0,381557.0,282121.0,retirement,low,0.019789473863071626,real estate
58.0,,73856.0,,,205214.0,buying a house,low,0.07432637659959573,stocks
52.0,1.0,131407.0,4126.0,64213.0,109920.0,education,,0.015992890920813522,bonds
69.0,5.0,61379.0,4516.0,910341.0,390300.0,retirement,high,0.051837131002304616,bonds
42.0,4.0,94729.0,4375.0,809458.0,361732.0,vacation,high,0.02225780673262165,bonds
43.0,3.0,189450.0,3837.0,248697.0,330828.0,education,medium,0.09540605326978287,mutual funds
28.0,5.0,84353.0,761.0,357328.0,230144.0,,high,0.14242431476087425,bonds
55.0,4.0,44031.0,2348.0,15435.0,386006.0,retirement,,0.14951006554415722,
19.0,6.0,95982.0,4525.0,149565.0,267751.0,vacation,low,0.05628616987453722,bonds
,6.0,66683.0,2766.0,213299.0,216194.0,education,high,0.08985189556719184,stocks
35.0,6.0,,591.0,855753.0,356930.0,buying a house,low,0.1284401480286122,real estate
44.0,6.0,147797.0,4722.0,930267.0,388550.0,vacation,low,0.017619310919457596,mutual funds
51.0,3.0,178690.0,,292533.0,183011.0,education,,0.10343466165779475,real estate
44.0,1.0,36587.0,,41498.0,149666.0,education,medium,0.061326549258760236,real estate
34.0,4.0,92790.0,1482.0,860187.0,451598.0,retirement,high,0.03092192404202461,bonds
60.0,3.0,61480.0,3943.0,897977.0,7399.0,education,high,0.06041304281211629,bonds
61.0,6.0,181599.0,3033.0,570113.0,126812.0,buying a house,high,0.011394043044737527,bonds
68.0,1.0,53569.0,1193.0,289078.0,418333.0,buying a house,high,0.10431107228839585,real estate
41.0,5.0,41151.0,4620.0,,98662.0,vacation,medium,0.03791140031226796,mutual funds
42.0,5.0,74739.0,655.0,664986.0,295761.0,vacation,medium,0.0467108467567317,mutual funds
24.0,,62954.0,,703539.0,138570.0,vacation,low,0.01816219473621941,real estate
69.0,6.0,139373.0,2312.0,929091.0,364970.0,vacation,low,,mutual funds
23.0,5.0,196375.0,4614.0,52782.0,248304.0,buying a house,high,0.07401664189241079,real estate
41.0,2.0,64700.0,1907.0,457628.0,391995.0,retirement,low,0.08582203166796004,real estate
50.0,4.0,153728.0,1716.0,70561.0,373221.0,vacation,medium,0.08541490246422818,mutual funds
66.0,4.0,96788.0,1910.0,480440.0,312768.0,retirement,low,0.061573967181201256,stocks
46.0,6.0,101045.0,,931913.0,271772.0,education,low,0.028879487315720917,stocks
60.0,2.0,198914.0,4872.0,923591.0,393545.0,education,low,0.11176991227475999,bonds
39.0,3.0,174972.0,1051.0,474535.0,300763.0,vacation,high,0.01905843980365115,mutual funds
43.0,3.0,157992.0,3894.0,502232.0,7032.0,education,low,0.015581068541821574,bonds
45.0,5.0,110059.0,1676.0,561039.0,179166.0,retirement,medium,0.10652175563947551,
67.0,,31881.0,4832.0,310318.0,300178.0,retirement,medium,0.03132555306779757,stocks
38.0,3.0,194109.0,1497.0,919110.0,102658.0,,medium,0.04601591270292485,mutual funds
66.0,1.0,162702.0,4576.0,66572.0,383267.0,vacation,medium,0.07128412005026104,
24.0,4.0,50789.0,3231.0,857848.0,348302.0,retirement,low,0.06740269750943192,mutual funds
34.0,1.0,156083.0,4437.0,415257.0,55264.0,retirement,high,,stocks
37.0,4.0,118059.0,4552.0,426443.0,,buying a house,medium,0.09351476901650414,bonds
58.0,2.0,76151.0,872.0,831633.0,47850.0,vacation,medium,0.09665942434227985,stocks
66.0,2.0,139388.0,2748.0,46069.0,4722.0,buying a house,high,0.10710814959831859,bonds
37.0,6.0,33262.0,1348.0,747550.0,279916.0,education,high,0.0438919091135198,real estate
39.0,6.0,96981.0,3056.0,822802.0,348249.0,education,medium,0.04834999677007105,real estate
45.0,5.0,150951.0,2822.0,760378.0,434895.0,buying a house,medium,0.06569966218433311,bonds
57.0,3.0,153099.0,1003.0,921774.0,461987.0,vacation,high,0.04611932595502891,real estate
66.0,5.0,111972.0,,792533.0,,retirement,medium,0.1477406803456295,real estate
24.0,4.0,105485.0,,939090.0,157779.0,education,medium,0.12210778896321445,mutual funds
18.0,5.0,84722.0,4125.0,715591.0,361548.0,vacation,low,,mutual funds
49.0,1.0,119499.0,814.0,397902.0,434848.0,vacation,high,0.0008391233822804267,stocks
30.0,4.0,191004.0,2876.0,932826.0,41476.0,education,low,0.006417490237090179,stocks
47.0,6.0,36901.0,1540.0,861726.0,248292.0,education,low,0.036609517656438786,stocks
40.0,2.0,147473.0,4878.0,613756.0,423501.0,vacation,high,0.01714369287552848,mutual funds
68.0,6.0,38597.0,3490.0,,286298.0,retirement,low,0.08000071723388581,stocks
36.0,3.0,159631.0,757.0,100715.0,413270.0,,medium,0.12869928340910378,stocks
49.0,4.0,93909.0,1074.0,80793.0,279309.0,education,low,0.1105125331369841,mutual funds
47.0,4.0,102391.0,2052.0,449717.0,14439.0,buying a house,high,0.03234135946232856,bonds
46.0,1.0,169335.0,1257.0,,380355.0,vacation,medium,0.05989488840386788,mutual funds
66.0,3.0,93293.0,3310.0,645960.0,44518.0,buying a house,medium,0.07618413142969165,bonds
62.0,,186877.0,1604.0,412993.0,219123.0,retirement,medium,0.12153087742550032,mutual funds
46.0,4.0,41874.0,3959.0,152321.0,26962.0,vacation,medium,0.1258682404659247,stocks
47.0,4.0,116402.0,4492.0,655190.0,447150.0,retirement,low,0.1364577467861664,real estate
33.0,1.0,,703.0,31390.0,239157.0,vacation,low,0.07638678757543127,real estate
57.0,5.0,102779.0,3275.0,,,retirement,medium,0.10414121196537944,bonds
36.0,2.0,125408.0,2832.0,153953.0,116189.0,vacation,high,0.016770055685090574,bonds
35.0,6.0,170090.0,2492.0,281731.0,110290.0,retirement,medium,0.0847933439930973,bonds
18.0,3.0,150606.0,2743.0,234872.0,457310.0,vacation,low,,real estate
31.0,4.0,150062.0,806.0,477543.0,372958.0,retirement,medium,,bonds
68.0,4.0,42100.0,2187.0,903441.0,281608.0,vacation,low,0.09510757624600791,mutual funds
64.0,6.0,87021.0,4609.0,491127.0,435252.0,retirement,medium,0.038547890678067166,mutual funds
67.0,2.0,180872.0,2360.0,491363.0,123980.0,education,high,0.007827758669514162,real estate
19.0,5.0,158126.0,2461.0,772922.0,227021.0,buying a house,medium,0.0015350784613136269,mutual funds
45.0,4.0,122446.0,1222.0,935337.0,164342.0,vacation,high,0.003323930331678232,bonds
66.0,2.0,59437.0,1279.0,520790.0,42299.0,retirement,high,,real estate
67.0,6.0,181014.0,1028.0,57013.0,216877.0,education,medium,0.016553258483681322,bonds
47.0,1.0,50862.0,843.0,651629.0,31541.0,vacation,high,0.03592330718551948,mutual funds
55.0,5.0,41669.0,4286.0,924217.0,335689.0,vacation,high,0.03318322712734487,bonds
68.0,3.0,151219.0,4182.0,728980.0,475759.0,vacation,low,0.1480194891269845,real estate
21.0,4.0,45916.0,708.0,156826.0,223070.0,buying a house,low,0.045900915781341485,bonds
,2.0,40878.0,3906.0,641872.0,,retirement,high,0.019113117503909864,mutual funds
25.0,1.0,32985.0,1811.0,88113.0,208150.0,retirement,medium,0.0818343816251637,stocks
46.0,3.0,,2799.0,499847.0,476186.0,vacation,high,0.12869361830962625,real estate
,2.0,48931.0,3836.0,883216.0,291909.0,vacation,medium,0.10170905651815128,bonds
20.0,2.0,122876.0,2447.0,45282.0,285913.0,vacation,low,0.04441231337031754,
49.0,3.0,30336.0,1419.0,177809.0,219073.0,education,medium,0.08424242396871824,bonds
,1.0,72933.0,2544.0,521188.0,480620.0,vacation,high,0.10722839613006137,stocks
27.0,6.0,75536.0,918.0,500643.0,20156.0,buying a house,,0.10921567385516134,mutual funds
36.0,1.0,99504.0,2249.0,296268.0,216908.0,retirement,high,0.09998076829465333,bonds
63.0,5.0,129214.0,,866534.0,443697.0,buying a house,high,0.1306215637163427,bonds
51.0,4.0,143936.0,1599.0,405412.0,144507.0,vacation,high,0.13051581875161564,stocks
,3.0,46279.0,3892.0,857959.0,200722.0,education,medium,0.0868404839110505,real estate
40.0,6.0,133751.0,3272.0,402515.0,177408.0,,high,0.06447845536668184,
45.0,3.0,134433.0,2980.0,927374.0,429351.0,vacation,low,0.09623554433476497,bonds
49.0,3.0,101386.0,,106651.0,,,high,0.12273180020556947,bonds
67.0,1.0,116124.0,1570.0,256549.0,300053.0,vacation,medium,0.0008478157261777086,mutual funds
24.0,4.0,135750.0,2350.0,95395.0,69487.0,,high,0.14879955135222767,stocks
46.0,5.0,107485.0,4698.0,545633.0,414684.0,retirement,high,0.027434065849379883,real estate
,2.0,104055.0,,920976.0,485825.0,buying a house,medium,0.07053734784899643,mutual funds
18.0,2.0,,2403.0,830509.0,309799.0,education,high,0.13080446022643,real estate
20.0,3.0,128618.0,1178.0,402573.0,427557.0,vacation,medium,0.033756059856629904,stocks
41.0,4.0,143892.0,1488.0,731760.0,242735.0,education,high,0.07151928358505748,stocks
,6.0,101128.0,2975.0,546343.0,,retirement,low,0.019887327027176875,mutual funds
25.0,1.0,179180.0,2107.0,375837.0,51786.0,buying a house,high,0.05926144880822889,bonds
64.0,4.0,82495.0,3369.0,95283.0,68304.0,vacation,,0.026570318218950378,stocks
54.0,4.0,112806.0,2002.0,54484.0,365750.0,retirement,low,0.05454416231567355,stocks
20.0,1.0,123185.0,2289.0,611802.0,177586.0,retirement,medium,,mutual funds
68.0,3.0,79649.0,1925.0,100135.0,120938.0,buying a house,,0.1489756184397499,mutual funds
50.0,4.0,195596.0,2940.0,307915.0,427195.0,vacation,low,0.14922195439556582,mutual funds
45.0,2.0,194957.0,2542.0,515694.0,484103.0,buying a house,medium,0.017217941799091863,stocks
64.0,1.0,125402.0,1778.0,198726.0,343125.0,buying a house,low,0.10889531689925208,real estate
25.0,6.0,60676.0,3094.0,449756.0,55107.0,education,low,0.0077618219503651715,stocks
51.0,5.0,94093.0,2936.0,224223.0,245191.0,education,medium,0.004528802300578294,mutual funds
52.0,3.0,109414.0,4303.0,906716.0,132232.0,buying a house,low,0.015800084136744646,bonds
49.0,1.0,123095.0,2705.0,127399.0,350041.0,education,medium,0.1448228485511901,bonds
41.0,5.0,102307.0,1527.0,901317.0,72577.0,retirement,low,0.1411295321842046,mutual funds
31.0,5.0,125432.0,4039.0,525609.0,215375.0,buying a house,low,0.029089173042102068,bonds
49.0,6.0,61923.0,3983.0,956881.0,404062.0,vacation,low,0.02425085033305673,stocks
63.0,4.0,147449.0,2741.0,190645.0,260933.0,vacation,high,0.03608026297739205,real estate
60.0,6.0,77574.0,3265.0,708093.0,104180.0,,high,0.07733204911127133,stocks
,,151757.0,1673.0,139344.0,282068.0,vacation,medium,0.08545569480531148,mutual funds
21.0,4.0,,3730.0,152832.0,373337.0,vacation,low,0.0332390145659171,stocks
69.0,1.0,97384.0,3850.0,647514.0,144954.0,buying a house,medium,0.11349341821349178,bonds
54.0,1.0,61027.0,903.0,633538.0,211346.0,retirement,high,0.04643297541039761,stocks
,3.0,196536.0,3225.0,297906.0,479771.0,buying a house,high,0.13831969882941156,real estate
31.0,4.0,64485.0,3882.0,192058.0,1095.0,retirement,high,0.09850840596850959,bonds
48.0,5.0,180528.0,4663.0,699692.0,366349.0,buying a house,high,0.06545267914554175,real estate
65.0,,65554.0,587.0,181172.0,172055.0,buying a house,medium,0.1184868002554268,real estate
35.0,3.0,76922.0,1658.0,146016.0,14123.0,education,low,0.12268719390699971,real estate
24.0,1.0,43409.0,4773.0,58825.0,486884.0,vacation,medium,0.04357224084134154,stocks
27.0,6.0,66639.0,3357.0,23877.0,197687.0,retirement,low,0.05095718157541265,stocks
24.0,3.0,49692.0,1881.0,433206.0,488409.0,vacation,high,0.1403932730592905,stocks
50.0,3.0,119037.0,2564.0,139065.0,307422.0,,,0.024711155754490788,stocks
40.0,3.0,48074.0,2874.0,642731.0,360055.0,retirement,,0.00632256254444013,bonds
38.0,3.0,176621.0,817.0,371756.0,483506.0,education,medium,0.06810829839143237,stocks
36.0,2.0,59963.0,2002.0,127674.0,,vacation,low,0.12018148503654433,bonds
65.0,6.0,82265.0,2542.0,125074.0,293297.0,buying a house,medium,0.11575021594661186,real estate
36.0,6.0,46061.0,2522.0,982787.0,280488.0,education,high,0.13792959433692487,bonds
53.0,6.0,189882.0,618.0,527257.0,230849.0,education,medium,0.07998009965535603,mutual funds
46.0,4.0,143502.0,1209.0,406474.0,37656.0,buying a house,high,0.015009700734979996,stocks
35.0,,52800.0,4057.0,261881.0,201587.0,vacation,high,0.0883033461504024,mutual funds
19.0,6.0,146192.0,4640.0,,260587.0,education,high,0.11675934215298173,bonds
18.0,3.0,137228.0,4909.0,965083.0,263356.0,vacation,medium,0.01399921804047396,stocks
64.0,3.0,58054.0,3750.0,164030.0,120385.0,buying a house,medium,0.02589861016463846,
22.0,6.0,43233.0,917.0,442681.0,140073.0,retirement,low,0.001843599173350635,stocks
37.0,6.0,186140.0,3103.0,812207.0,78784.0,education,low,0.08904788691702155,bonds
28.0,3.0,,4354.0,479791.0,360867.0,vacation,medium,0.13301015879188566,mutual funds
59.0,4.0,120610.0,1601.0,497849.0,343288.0,buying a house,medium,0.10059949740031492,bonds
19.0,1.0,100453.0,4921.0,699567.0,429643.0,buying a house,medium,0.1473060131386473,mutual funds
,1.0,134135.0,3928.0,425769.0,31368.0,education,medium,0.009455047874964234,real estate
,6.0,186904.0,2761.0,981136.0,201891.0,retirement,high,0.13545016277272443,real estate
29.0,2.0,138464.0,4669.0,272199.0,61160.0,education,high,0.1221102431080021,real estate
37.0,6.0,43682.0,4134.0,783372.0,156926.0,vacation,high,0.04713622807492574,real estate
22.0,6.0,184455.0,1008.0,98697.0,272859.0,buying a house,medium,0.14602898277558776,real estate
54.0,1.0,88160.0,2879.0,698233.0,474917.0,retirement,high,0.04319066222571225,bonds
55.0,3.0,53666.0,3664.0,111505.0,58784.0,vacation,high,0.13339570857423277,real estate
47.0,6.0,88817.0,1187.0,352864.0,391337.0,education,low,0.13211228656112842,bonds
26.0,3.0,121198.0,1792.0,731565.0,361788.0,buying a house,low,0.11364864249044587,real estate
51.0,3.0,195714.0,4405.0,874631.0,26797.0,education,high,0.08452057107192777,
61.0,2.0,71830.0,3575.0,166390.0,309717.0,retirement,high,0.01800041244253321,real estate
52.0,3.0,40234.0,3709.0,43734.0,338264.0,retirement,high,0.07979576017447473,stocks
69.0,1.0,87616.0,824.0,223299.0,14780.0,retirement,medium,0.05351943834824018,bonds
39.0,4.0,39221.0,2493.0,683882.0,37905.0,retirement,low,0.11883255497330275,real estate
61.0,4.0,172482.0,4476.0,152728.0,414789.0,retirement,low,0.11371938097452673,mutual funds
41.0,5.0,,,681253.0,116049.0,education,low,0.13659187610589077,bonds
34.0,6.0,140529.0,,514609.0,129651.0,retirement,high,0.002224524364756181,real estate
27.0,1.0,106918.0,3083.0,812925.0,33359.0,retirement,medium,0.12136548252345691,bonds
47.0,3.0,108116.0,4057.0,,328206.0,buying a house,low,0.14076930796870032,mutual funds
63.0,4.0,152226.0,4087.0,630160.0,73391.0,retirement,low,0.11839506736622252,real estate
40.0,1.0,74757.0,651.0,333923.0,305607.0,buying a house,medium,0.019529168980555005,mutual funds
49.0,,151008.0,1454.0,703812.0,99596.0,buying a house,high,0.01219186572613316,real estate
34.0,3.0,161379.0,4854.0,678626.0,247414.0,buying a house,high,0.0031267859711551216,stocks
67.0,4.0,86889.0,2871.0,393331.0,357162.0,education,low,0.09431178387421064,bonds
68.0,6.0,65944.0,1691.0,126603.0,278715.0,education,low,0.09445089777898309,mutual funds
34.0,6.0,129555.0,1187.0,,490492.0,vacation,medium,0.14803705713273183,bonds
31.0,5.0,68134.0,809.0,551228.0,150214.0,vacation,low,0.05970647611561436,mutual funds
26.0,5.0,188395.0,2002.0,689363.0,287248.0,,medium,0.04978594273462451,bonds
57.0,4.0,55954.0,3627.0,662168.0,8625.0,education,low,0.09366373907765886,bonds
19.0,1.0,119959.0,3867.0,632696.0,301343.0,retirement,low,0.1238413008761391,bonds
62.0,6.0,34992.0,3895.0,831247.0,382869.0,vacation,low,0.14051609242845028,stocks
42.0,1.0,31961.0,1313.0,696229.0,409142.0,education,high,0.12046862492685578,real estate
56.0,1.0,42497.0,1345.0,59297.0,293362.0,retirement,medium,0.06400109709237072,stocks
26.0,4.0,193623.0,1664.0,70107.0,175544.0,retirement,medium,0.09523713529680962,bonds
39.0,1.0,43255.0,2267.0,354937.0,354060.0,education,high,0.12844489900741754,mutual funds
60.0,6.0,165639.0,854.0,419898.0,123182.0,,high,0.07359145324676092,bonds
63.0,3.0,78847.0,2372.0,553910.0,20566.0,education,high,0.032502996555808905,real estate
21.0,,50389.0,2524.0,302552.0,449341.0,vacation,medium,,stocks
43.0,3.0,153802.0,3317.0,674197.0,33205.0,buying a house,low,2.366168670850932e-05,real estate
46.0,1.0,91576.0,4332.0,991714.0,109084.0,education,high,0.10773569924719263,mutual funds
62.0,3.0,73919.0,4775.0,156479.0,,education,high,0.016664581326898575,real estate
51.0,6.0,33358.0,565.0,170381.0,181056.0,vacation,high,0.03657586495439106,stocks
40.0,6.0,118535.0,4766.0,999422.0,369436.0,vacation,low,0.044681449728419004,mutual funds
54.0,1.0,,4590.0,103190.0,418351.0,education,low,0.08405697902051525,real estate
28.0,4.0,35698.0,3021.0,422111.0,159236.0,retirement,high,0.05969359159436538,stocks
23.0,3.0,96809.0,3081.0,786644.0,467705.0,retirement,,0.10120109880347426,stocks
35.0,,123079.0,1890.0,227984.0,300706.0,retirement,high,0.008345798899305406,bonds
38.0,4.0,85805.0,1630.0,534658.0,,buying a house,low,0.018590879139665915,real estate
59.0,2.0,192421.0,2986.0,386356.0,20169.0,,medium,0.07488172552999,mutual funds
53.0,1.0,105033.0,1334.0,796918.0,453074.0,vacation,medium,0.050544718177024474,bonds
58.0,5.0,128239.0,726.0,820194.0,283748.0,buying a house,low,0.044372004412703954,real estate
55.0,6.0,160407.0,4015.0,560901.0,351814.0,retirement,medium,0.010054211855628409,real estate
51.0,6.0,74041.0,2943.0,778164.0,376749.0,education,medium,0.13435787621220022,mutual funds
34.0,1.0,61954.0,1227.0,13196.0,350882.0,buying a house,medium,0.10377278791875762,bonds
54.0,5.0,38002.0,4186.0,511072.0,393900.0,buying a house,high,0.018242723522947406,bonds
42.0,6.0,99783.0,4122.0,522191.0,128140.0,retirement,low,0.009756893660571092,mutual funds
55.0,1.0,137524.0,1536.0,236009.0,102537.0,buying a house,low,0.14623088001468645,bonds
29.0,6.0,154857.0,2332.0,896997.0,246337.0,vacation,low,0.10217588256592573,stocks
40.0,4.0,49738.0,3240.0,,111301.0,education,medium,0.06261841066406122,mutual funds
59.0,3.0,40703.0,992.0,861271.0,270151.0,,high,0.10525965611336772,real estate
39.0,3.0,143776.0,2048.0,445132.0,377059.0,vacation,low,,
38.0,6.0,173464.0,1643.0,542860.0,231704.0,retirement,medium,0.1169943303583169,stocks
44.0,2.0,74724.0,4457.0,516528.0,117419.0,vacation,high,0.07168159584795865,mutual funds
48.0,5.0,62299.0,3907.0,,303931.0,education,high,0.06448241371872719,real estate
23.0,5.0,45641.0,1139.0,580141.0,311726.0,education,low,0.001654212640335051,real estate
44.0,5.0,109534.0,672.0,976894.0,205863.0,vacation,low,,mutual funds
57.0,4.0,,4854.0,697635.0,228870.0,vacation,medium,0.09049618175834145,mutual funds
,5.0,48782.0,4459.0,868811.0,345773.0,vacation,low,0.030473090578495215,stocks
29.0,3.0,108257.0,1016.0,928609.0,267926.0,vacation,,0.1379405129132155,stocks
62.0,4.0,107963.0,1022.0,126074.0,66770.0,vacation,high,0.13723978526554445,real estate
24.0,1.0,151987.0,2417.0,463112.0,57645.0,vacation,high,0.1483776246549144,bonds
